0,1,2,3,4,5,6,7,8,9,10,11,12,13
-0.12,0.99,0.06,1.87,-0.1,-2.1,0.07,-1.19,9.076287205426723,7.05,1.0,-14.87,25.09,166.9
-0.38,0.92,0.23,0.95,-0.38,-0.97,0.23,-0.92,4.721430113711451,-0.17,-0.43,830.41,-9.38,105.57
-0.1,1.0,0.06,1.08,-0.09,-1.12,0.06,-1.01,5.4752315831045815,4.95,-2.18,684.91,-59.13,184.71
-0.42,0.91,0.23,1.66,-0.38,-1.86,0.27,-1.08,6.168328942721554,3.41,-1.67,579.06,24.16,144.23
-0.25,0.97,0.14,1.57,-0.23,-1.74,0.16,-1.1,3.8023766181263854,3.18,-4.74,1051.82,-20.93,142.55
-0.48,0.88,0.25,1.52,-0.43,-1.69,0.3,-1.02,5.145896142009791,3.34,-4.27,764.45,-36.94,179.96
-0.32,0.95,0.19,1.19,-0.32,-1.26,0.2,-0.99,2.111523612128198,0.84,-3.03,1386.03,-26.14,158.59
-0.19,0.98,0.11,1.24,-0.19,-1.32,0.12,-1.04,9.556800249720267,0.97,0.92,-113.3,25.54,25.9
-0.4,0.92,0.23,1.47,-0.38,-1.63,0.25,-1.04,3.2872373244471453,0.13,-2.22,1110.58,43.29,117.23
-0.43,0.9,0.24,1.34,-0.4,-1.47,0.27,-1.0,6.214544734935799,1.07,-2.49,570.58,-29.23,98.79
-0.42,0.91,0.24,1.44,-0.4,-1.59,0.26,-1.03,6.289840120217766,0.86,-2.32,526.04,-17.2,82.13
-0.42,0.91,0.24,1.47,-0.4,-1.62,0.26,-1.03,9.421334840895316,0.37,-0.19,-84.76,-11.38,3.81
-0.23,0.97,0.13,1.45,-0.22,-1.59,0.14,-1.08,0.6561085890231466,4.37,-8.05,1642.75,-75.55,203.95
-0.08,1.0,0.05,1.48,-0.08,-1.62,0.05,-1.1,3.959823652773453,6.49,-4.27,979.61,-35.64,192.07
-0.42,0.91,0.24,1.47,-0.4,-1.62,0.26,-1.03,6.57652815074293,0.3,-1.65,487.52,0.32,61.58
-0.38,0.92,0.23,0.95,-0.38,-0.97,0.23,-0.92,5.1577435455284615,-0.09,-0.41,745.73,-9.47,97.54
-0.2,0.98,0.12,1.87,-0.19,-2.11,0.13,-1.18,4.41283327373368,5.21,-2.82,938.69,50.89,155.39
-0.06,1.0,0.03,1.01,-0.06,-1.03,0.04,-0.99,4.470978957501997,3.76,-1.73,899.96,-55.22,146.54
-0.16,0.99,0.09,1.99,-0.15,-2.26,0.1,-1.22,9.938719143855186,1.56,3.68,-184.19,63.98,31.02
-0.26,0.97,0.16,1.05,-0.26,-1.09,0.16,-0.98,3.084546896695781,1.47,0.17,1208.43,29.67,149.46
-0.27,0.96,0.16,0.96,-0.26,-0.98,0.16,-0.95,6.407917455078128,2.94,0.01,520.31,0.71,155.12
-0.36,0.93,0.19,1.69,-0.33,-1.89,0.22,-1.1,3.59027661889183,4.18,-2.73,1057.13,52.13,185.65
-0.11,0.99,0.07,1.44,-0.11,-1.57,0.07,-1.09,9.108667323556325,6.92,-0.94,-21.48,-26.12,197.82
-0.39,0.92,0.24,0.94,-0.39,-0.95,0.24,-0.92,2.432287859739888,-0.56,-0.16,1305.25,2.09,159.86
-0.22,0.98,0.13,1.04,-0.21,-1.07,0.14,-0.98,2.9130763253679994,1.81,-1.15,1227.42,-18.97,145.48
-0.44,0.9,0.23,1.6,-0.4,-1.78,0.27,-1.06,5.070043262545887,1.39,-4.28,773.57,-27.06,115.72
-0.38,0.93,0.21,1.34,-0.35,-1.46,0.23,-1.02,2.061873826169304,1.16,-2.52,1420.84,32.73,175.92
-0.44,0.9,0.23,1.75,-0.39,-1.97,0.28,-1.09,2.325660906062623,0.21,-4.57,1310.06,53.33,129.14
-0.44,0.9,0.26,1.09,-0.43,-1.15,0.27,-0.94,8.334185075105758,4.03,0.87,134.3,37.21,166.31
-0.38,0.93,0.21,1.34,-0.35,-1.46,0.23,-1.02,5.375154688947806,2.19,-2.02,742.32,-4.68,139.98
-0.22,0.98,0.13,1.04,-0.21,-1.07,0.14,-0.98,8.229777628778667,2.17,0.2,155.31,9.51,89.07
-0.48,0.88,0.25,1.76,-0.42,-1.99,0.3,-1.08,4.289017627769384,0.84,-8.46,951.82,-81.69,117.0
-0.25,0.97,0.14,1.35,-0.24,-1.46,0.16,-1.05,5.127785697987635,2.81,-4.37,757.0,-74.56,131.43
-0.47,0.88,0.25,1.86,-0.43,-2.11,0.3,-1.1,6.766476267690802,6.22,-1.12,442.02,34.96,192.43
-0.11,0.99,0.07,1.44,-0.11,-1.57,0.07,-1.09,5.504237190268442,7.01,-1.26,691.09,17.76,211.58
-0.53,0.85,0.31,1.66,-0.51,-1.88,0.32,-1.03,7.053587427097928,4.39,-2.7,387.91,-19.11,165.44
-0.32,0.95,0.19,1.19,-0.32,-1.26,0.2,-0.99,8.585922705298847,4.24,-1.77,83.32,-52.94,150.6
-0.32,0.95,0.19,1.16,-0.31,-1.22,0.19,-0.99,5.653065999661019,3.15,-0.57,659.54,9.2,166.64
-0.22,0.97,0.13,2.02,-0.21,-2.3,0.14,-1.21,1.6248162825293233,3.81,-6.3,1434.42,64.71,140.04
-0.22,0.97,0.13,2.02,-0.21,-2.3,0.14,-1.21,5.574206131810616,2.01,-4.28,666.29,-0.48,72.92
-0.42,0.91,0.22,1.67,-0.38,-1.87,0.26,-1.08,7.781350295274628,6.26,-0.05,248.17,28.8,188.33
-0.32,0.95,0.2,1.0,-0.33,-1.03,0.2,-0.95,5.688255437112108,0.98,0.4,643.91,24.15,106.49
-0.37,0.93,0.22,1.01,-0.36,-1.04,0.23,-0.94,0.10024813369323482,-0.89,-4.3,1739.26,-108.8,182.06
-0.08,1.0,0.05,1.11,-0.08,-1.15,0.05,-1.02,6.085673773140771,3.37,-0.89,573.9,-15.43,126.41
-0.49,0.87,0.26,1.86,-0.44,-2.12,0.31,-1.1,4.14308920279284,3.43,-7.45,951.74,-39.0,175.11
-0.23,0.97,0.14,1.25,-0.23,-1.33,0.14,-1.03,1.5028473900303807,1.99,0.68,1510.5,96.77,156.9
-0.35,0.94,0.2,1.32,-0.33,-1.42,0.22,-1.02,4.1751443502378995,0.79,-3.99,938.22,-53.0,111.97
-0.4,0.92,0.22,1.12,-0.38,-1.18,0.25,-0.96,8.906924910180305,1.48,-0.59,18.55,-19.43,56.78
-0.33,0.94,0.18,1.76,-0.3,-1.98,0.2,-1.13,6.122928597471495,6.44,-3.12,584.87,-5.13,196.23
-0.26,0.97,0.15,0.98,-0.25,-1.0,0.16,-0.96,5.003512287876845,2.66,1.06,804.08,40.73,163.45
-0.32,0.95,0.2,1.0,-0.33,-1.03,0.2,-0.95,0.2094923087799605,-0.8,0.43,1709.16,39.48,159.86
-0.42,0.91,0.23,1.66,-0.38,-1.86,0.27,-1.08,3.0956144817483455,1.91,-4.45,1207.41,27.93,163.29
-0.26,0.96,0.15,1.24,-0.25,-1.32,0.16,-1.02,6.9998844487123355,2.49,0.95,391.22,50.12,108.23
-0.38,0.93,0.2,1.51,-0.34,-1.67,0.24,-1.06,6.36928970038348,2.4,-2.66,516.01,-23.06,113.43
-0.27,0.96,0.16,0.96,-0.26,-0.98,0.16,-0.95,1.0384996634165355,1.98,0.48,1598.11,19.08,210.4
-0.47,0.88,0.28,1.23,-0.47,-1.33,0.29,-0.95,4.6469866224698375,-0.11,0.51,884.97,76.31,122.88
-0.1,0.99,0.06,1.39,-0.1,-1.5,0.06,-1.08,7.5666108490320125,6.33,-0.88,290.09,-4.88,190.24
-0.33,0.94,0.18,1.76,-0.3,-1.98,0.2,-1.13,6.765268414768434,6.64,-2.97,454.29,-17.14,193.39
-0.15,0.99,0.09,1.43,-0.15,-1.56,0.09,-1.08,6.76359787053905,4.66,-1.49,438.74,-7.53,148.09
-0.42,0.91,0.23,1.41,-0.39,-1.55,0.26,-1.02,0.3335678427450106,1.49,-8.85,1692.37,-91.91,221.79
-0.1,1.0,0.06,1.08,-0.09,-1.12,0.06,-1.01,4.157731395351858,4.78,-2.47,940.92,-62.32,183.62
-0.18,0.98,0.1,1.74,-0.16,-1.95,0.11,-1.16,0.6293743934976426,4.3,-9.04,1688.68,-18.95,159.27
-0.14,0.99,0.08,1.55,-0.14,-1.7,0.09,-1.11,7.089542844496642,2.91,-0.68,379.34,16.29,90.82
-0.15,0.99,0.08,1.84,-0.14,-2.07,0.09,-1.18,9.101677978504261,4.64,-0.45,-19.99,-10.57,111.03
-0.05,1.0,0.03,1.05,-0.05,-1.07,0.03,-1.0,5.79816275288295,4.41,-0.93,637.54,-24.25,159.61
-0.23,0.97,0.13,1.45,-0.22,-1.59,0.14,-1.08,2.4670983500678343,3.44,-6.0,1286.2,-55.45,162.97
-0.15,0.99,0.09,1.43,-0.15,-1.56,0.09,-1.08,4.996616254217384,4.97,-1.5,785.39,18.57,166.77
-0.26,0.96,0.15,1.24,-0.25,-1.32,0.16,-1.02,2.4488480288828987,1.74,1.37,1281.41,105.34,146.61
-0.47,0.88,0.25,1.86,-0.43,-2.11,0.3,-1.1,9.67077050727419,8.4,3.26,-132.75,65.47,196.41
-0.13,0.99,0.07,1.49,-0.12,-1.63,0.08,-1.1,9.004033888126497,5.31,1.83,-0.78,52.13,148.77
-0.41,0.91,0.24,1.34,-0.4,-1.46,0.25,-1.0,0.5293549337668657,-0.64,-6.36,1728.45,-41.92,175.75
-0.24,0.97,0.15,1.02,-0.25,-1.04,0.15,-0.97,3.0304912075735544,2.33,2.94,1213.5,113.11,176.04
-0.25,0.97,0.14,1.04,-0.24,-1.07,0.16,-0.98,1.9849260662217194,1.34,0.05,1359.54,24.85,153.09
-0.55,0.83,0.29,1.73,-0.49,-1.96,0.35,-1.04,6.648885739728896,5.09,0.24,479.44,70.84,191.37
-0.25,0.97,0.14,1.67,-0.24,-1.86,0.15,-1.13,2.0508431328308996,5.62,-11.07,1385.12,-114.75,208.21
-0.22,0.98,0.11,2.06,-0.19,-2.35,0.14,-1.22,4.610959982449555,6.91,-7.14,898.07,-26.28,178.69
-0.18,0.98,0.1,1.74,-0.16,-1.95,0.11,-1.16,2.8331286262032043,3.26,-6.56,1244.1,-16.01,122.12
-0.42,0.91,0.24,1.47,-0.4,-1.62,0.26,-1.03,9.049770481054956,0.36,-0.37,-10.01,-9.85,11.35
-0.25,0.97,0.14,1.67,-0.24,-1.86,0.15,-1.13,6.94487874382515,6.32,-4.59,409.63,-71.03,181.68
-0.26,0.97,0.16,1.35,-0.26,-1.47,0.16,-1.05,3.853276730629347,1.05,-1.53,1042.58,28.38,103.14
-0.12,0.99,0.06,1.83,-0.11,-2.06,0.08,-1.18,2.6839621986294357,7.19,-5.11,1243.09,29.33,188.24
-0.43,0.9,0.24,1.38,-0.4,-1.51,0.27,-1.01,3.1476916764481944,0.85,-5.9,1147.59,-69.62,153.53
-0.08,1.0,0.04,2.01,-0.07,-2.28,0.05,-1.23,3.2047722846216065,5.95,-8.93,1128.97,-39.3,139.63
-0.1,1.0,0.06,1.08,-0.09,-1.12,0.06,-1.01,8.044185984832323,5.28,-1.65,185.73,-52.91,186.83
-0.25,0.97,0.14,1.04,-0.24,-1.07,0.16,-0.98,0.9783107571992278,1.51,0.26,1554.63,34.77,173.58
-0.4,0.92,0.24,1.24,-0.4,-1.34,0.25,-0.99,2.0802504649213125,1.78,-4.13,1345.9,-37.16,211.93
-0.09,1.0,0.05,1.53,-0.09,-1.68,0.06,-1.11,1.308192824405936,7.0,-1.23,1569.55,101.84,205.97
-0.22,0.98,0.13,1.04,-0.21,-1.07,0.14,-0.98,2.6310683665537207,1.79,-1.23,1284.28,-20.48,148.48
-0.13,0.99,0.07,1.62,-0.12,-1.8,0.08,-1.13,8.470698167319696,3.98,0.99,106.3,38.36,107.45
-0.14,0.99,0.08,1.55,-0.14,-1.7,0.09,-1.11,3.1947593928449436,4.66,-4.89,1152.68,-23.81,157.57
-0.28,0.96,0.16,1.27,-0.27,-1.37,0.17,-1.03,6.918126012808919,0.85,-0.89,406.68,-2.85,58.53
-0.4,0.92,0.22,1.12,-0.38,-1.18,0.25,-0.96,3.2809403913376975,-0.13,-2.94,1139.78,-48.02,136.11
-0.38,0.93,0.2,1.51,-0.34,-1.67,0.24,-1.06,5.348550009952313,2.11,-3.63,716.23,-29.51,122.7
-0.08,1.0,0.04,2.01,-0.07,-2.28,0.05,-1.23,5.000185317121995,4.85,-5.82,779.2,-21.92,114.07
-0.32,0.95,0.19,1.16,-0.31,-1.22,0.19,-0.99,8.806885418878979,4.52,0.95,38.06,34.83,158.5
-0.5,0.87,0.28,1.36,-0.47,-1.49,0.31,-0.98,1.0464990166169175,0.51,-7.39,1554.47,-68.86,224.02
-0.43,0.9,0.24,1.38,-0.4,-1.51,0.27,-1.01,1.712720672968997,0.76,-7.03,1428.98,-73.88,181.97
-0.44,0.9,0.23,1.75,-0.39,-1.97,0.28,-1.09,2.67851469315897,0.22,-4.43,1240.8,47.88,122.73
-0.5,0.87,0.28,1.36,-0.47,-1.49,0.31,-0.98,3.812855687574881,1.86,-4.13,1013.8,-29.76,192.17
-0.12,0.99,0.06,1.87,-0.1,-2.1,0.07,-1.19,7.372704407294074,7.14,-0.41,317.12,30.43,173.16
-0.29,0.96,0.15,1.46,-0.26,-1.59,0.18,-1.07,7.678307698346361,5.44,0.22,269.89,28.86,173.82
-0.5,0.87,0.28,1.36,-0.47,-1.49,0.31,-0.98,5.101148393040008,2.46,-2.7,762.01,-11.56,177.34
-0.19,0.98,0.11,1.25,-0.18,-1.34,0.11,-1.04,1.8675951460877571,4.34,-1.82,1383.76,17.79,196.25
-0.13,0.99,0.08,1.43,-0.13,-1.55,0.08,-1.09,3.163551062350085,4.9,-2.91,1182.53,8.17,169.97
-0.42,0.91,0.24,1.44,-0.4,-1.59,0.26,-1.03,3.6002946952694304,0.89,-2.59,1048.07,23.99,137.91
-0.53,0.85,0.31,1.61,-0.51,-1.81,0.32,-1.02,8.171033383689682,1.36,0.47,163.17,34.78,61.31
-0.5,0.87,0.28,1.36,-0.47,-1.49,0.31,-0.98,5.8836186147986815,2.81,-1.86,609.08,-0.5,168.33
-0.43,0.9,0.25,1.19,-0.41,-1.27,0.26,-0.96,4.557248573218806,0.94,-0.04,888.28,48.63,145.0
-0.25,0.97,0.14,1.35,-0.24,-1.46,0.16,-1.05,7.8462695363217625,2.14,-1.76,225.55,-36.25,79.9
-0.23,0.97,0.12,1.83,-0.2,-2.05,0.14,-1.17,0.1800436230531055,3.76,-13.83,1737.86,-96.49,161.54
-0.49,0.87,0.28,1.83,-0.46,-2.09,0.3,-1.09,2.7437156512668013,0.27,-3.96,1266.06,82.81,140.58
-0.06,1.0,0.04,1.05,-0.06,-1.08,0.04,-1.0,1.9377473862724925,4.59,2.81,1408.2,108.55,175.6
-0.4,0.92,0.23,1.47,-0.38,-1.63,0.25,-1.04,4.991559932253539,0.43,-2.09,779.25,15.21,92.17
-0.53,0.85,0.31,1.66,-0.51,-1.88,0.32,-1.03,0.2313384930969442,-0.5,-12.98,1747.53,-91.0,205.29
-0.44,0.9,0.23,1.75,-0.39,-1.97,0.28,-1.09,9.30624871143128,0.27,-1.96,-60.11,-54.55,2.31
-0.13,0.99,0.07,1.49,-0.12,-1.63,0.08,-1.1,4.244555623755555,5.54,-2.54,922.55,7.09,175.12
-0.26,0.97,0.16,1.35,-0.26,-1.47,0.16,-1.05,0.014528733072695088,1.82,-3.81,1820.2,22.79,175.71
-0.23,0.97,0.14,1.25,-0.23,-1.33,0.14,-1.03,4.37472131213709,2.45,0.8,931.88,72.12,135.48
-0.39,0.92,0.24,0.94,-0.39,-0.95,0.24,-0.92,9.34172788770547,0.5,-0.36,-67.91,-14.07,13.58
-0.08,1.0,0.05,1.11,-0.08,-1.15,0.05,-1.02,3.794671495621155,4.2,-1.81,1025.06,-32.81,161.08
-0.19,0.98,0.11,1.25,-0.18,-1.34,0.11,-1.04,0.35455788478227834,4.76,-2.12,1677.31,25.61,220.23
-0.25,0.97,0.15,1.05,-0.25,-1.09,0.15,-0.98,0.8576852062055584,2.81,-4.29,1607.77,-103.33,217.65
-0.13,0.99,0.08,1.43,-0.13,-1.55,0.08,-1.09,4.786932091084411,3.89,-2.08,853.62,5.55,134.56
-0.12,0.99,0.06,1.83,-0.11,-2.06,0.08,-1.18,2.3541584437638607,7.21,-5.39,1308.0,31.46,190.12
-0.12,0.99,0.07,1.08,-0.12,-1.12,0.07,-1.01,9.809032035055482,0.07,-0.92,-158.93,-35.01,-2.58
-0.05,1.0,0.03,1.05,-0.05,-1.07,0.03,-1.0,1.533727147121946,5.03,-1.98,1486.67,-45.25,184.26
-0.35,0.94,0.2,1.74,-0.33,-1.95,0.21,-1.12,5.422546251475752,3.48,-1.49,700.32,45.58,139.38
-0.15,0.99,0.08,1.77,-0.13,-1.98,0.1,-1.16,9.150920782191122,0.83,-0.39,-29.71,-10.45,19.77
-0.22,0.98,0.11,2.06,-0.19,-2.35,0.14,-1.22,0.8181089222067051,5.19,-14.49,1674.14,-58.11,167.83
-0.28,0.96,0.16,1.8,-0.27,-2.03,0.17,-1.15,4.92531188927347,2.82,-7.59,814.72,-79.11,115.13
-0.25,0.97,0.14,1.57,-0.23,-1.74,0.16,-1.1,0.17714230971324962,5.23,-8.15,1785.44,-28.7,229.65
-0.12,0.99,0.06,1.83,-0.11,-2.06,0.08,-1.18,9.104179773926655,6.34,-0.47,-20.5,-12.05,151.56
-0.26,0.97,0.16,1.35,-0.26,-1.47,0.16,-1.05,5.745151433152334,0.7,-0.5,659.34,31.13,67.37
-0.23,0.97,0.13,1.45,-0.22,-1.59,0.14,-1.08,4.82995213547874,2.3,-3.5,821.0,-29.23,109.5
-0.47,0.88,0.28,1.23,-0.47,-1.33,0.29,-0.95,4.815166977132729,-0.01,0.55,850.78,75.27,121.23
-0.15,0.99,0.08,1.77,-0.13,-1.98,0.1,-1.16,8.496460779737928,1.25,-0.63,99.11,-2.23,34.11
-0.16,0.99,0.1,1.29,-0.16,-1.38,0.1,-1.05,0.8553835512224328,3.1,-2.68,1621.43,13.8,157.12
-0.44,0.9,0.26,1.09,-0.43,-1.15,0.27,-0.94,8.322297391281943,4.02,0.86,136.7,36.98,166.32
-0.47,0.88,0.25,1.86,-0.43,-2.11,0.3,-1.1,5.412705323173888,5.14,-3.28,709.94,20.74,190.58
-0.41,0.91,0.24,1.03,-0.41,-1.07,0.25,-0.93,7.300669728481491,0.2,-0.55,336.74,-10.25,55.16
-0.4,0.92,0.22,1.12,-0.38,-1.18,0.25,-0.96,6.137893580099321,0.72,-1.7,570.4,-33.5,95.83
-0.48,0.88,0.25,1.76,-0.42,-1.99,0.3,-1.08,4.979956797593347,0.81,-7.34,812.22,-74.1,102.53
-0.42,0.91,0.23,1.41,-0.39,-1.55,0.26,-1.02,7.582298570811887,3.16,0.33,276.85,35.09,124.63
-0.1,1.0,0.06,1.08,-0.09,-1.12,0.06,-1.01,0.2299031809855312,4.21,-3.37,1704.14,-71.83,180.38
-0.43,0.9,0.24,1.38,-0.4,-1.51,0.27,-1.01,4.639981406123042,0.94,-4.78,854.97,-65.2,123.96
-0.42,0.91,0.23,1.41,-0.39,-1.55,0.26,-1.02,2.9193562815410736,2.12,-5.37,1187.42,-46.6,187.13
-0.26,0.97,0.16,1.35,-0.26,-1.47,0.16,-1.05,7.994666063098471,0.31,0.64,203.65,34.41,24.85
-0.08,1.0,0.05,1.29,-0.08,-1.38,0.05,-1.06,5.253174756892084,4.79,-2.15,745.73,-22.6,156.33
-0.46,0.89,0.25,1.34,-0.42,-1.47,0.29,-0.99,4.602192854357358,1.87,-1.27,853.52,32.63,161.89
-0.4,0.92,0.24,1.24,-0.4,-1.34,0.25,-0.99,4.08158966272444,2.36,-2.71,956.64,-21.37,185.82
-0.22,0.98,0.13,1.04,-0.21,-1.07,0.14,-0.98,4.573682893880894,1.93,-0.71,892.56,-10.07,127.86
-0.4,0.92,0.23,1.47,-0.38,-1.63,0.25,-1.04,8.264421154346437,0.97,-1.88,143.0,-38.72,44.06
-0.39,0.92,0.24,0.94,-0.39,-0.95,0.24,-0.92,7.726424352215044,0.27,-0.31,253.11,-10.29,47.77
-0.26,0.96,0.16,1.23,-0.26,-1.31,0.16,-1.02,4.55453834250823,0.5,-0.73,866.53,21.97,82.04
-0.19,0.98,0.11,1.25,-0.18,-1.34,0.11,-1.04,7.481024579963465,2.94,-0.87,294.7,-11.24,107.29
-0.06,1.0,0.04,1.05,-0.06,-1.08,0.04,-1.0,9.82413317381585,-0.44,1.33,-164.33,45.6,-18.58
-0.28,0.96,0.16,1.8,-0.27,-2.03,0.17,-1.15,9.274279104200915,1.49,-0.98,-54.84,-27.64,34.57
-0.3,0.95,0.18,1.41,-0.29,-1.53,0.18,-1.05,8.588655323539719,1.67,-2.07,80.44,-52.72,56.72
-0.35,0.94,0.2,1.32,-0.33,-1.42,0.22,-1.02,0.645043889634952,0.88,-8.27,1624.67,-122.59,176.77
-0.13,0.99,0.08,1.46,-0.13,-1.59,0.08,-1.09,5.351190199825673,3.59,-1.73,742.64,10.47,121.38
-0.08,1.0,0.04,2.01,-0.07,-2.28,0.05,-1.23,8.634138711986783,2.75,0.06,71.27,13.25,62.34
-0.13,0.99,0.08,1.43,-0.13,-1.55,0.08,-1.09,3.8390106891789544,4.48,-2.56,1045.68,7.08,155.24
-0.25,0.97,0.14,1.57,-0.23,-1.74,0.16,-1.1,5.6579535821373605,2.23,-3.13,676.31,-16.95,97.96
-0.5,0.87,0.28,1.36,-0.47,-1.49,0.31,-0.98,5.3406364804699855,2.57,-2.44,715.21,-8.17,174.59
-0.16,0.99,0.1,1.29,-0.16,-1.38,0.1,-1.05,0.5187296861164181,3.19,-2.8,1688.45,14.31,162.42
-0.22,0.98,0.13,1.04,-0.21,-1.07,0.14,-0.98,1.558244578154846,1.71,-1.53,1500.62,-26.22,159.86
-0.28,0.96,0.16,1.8,-0.27,-2.03,0.17,-1.15,7.277252617376606,2.08,-3.92,344.46,-51.27,71.56
-0.13,0.99,0.07,1.49,-0.12,-1.63,0.08,-1.1,3.4340171783237547,5.6,-3.32,1079.8,-0.58,179.61
-0.25,0.97,0.14,1.57,-0.23,-1.74,0.16,-1.1,6.810586349653703,1.64,-2.17,443.06,-14.47,70.27
-0.19,0.98,0.11,1.5,-0.18,-1.65,0.11,-1.1,5.206453298621133,6.35,-1.37,737.55,26.02,202.69
-0.4,0.92,0.23,1.47,-0.38,-1.63,0.25,-1.04,5.165740047516351,0.46,-2.08,745.39,12.34,89.61
-0.12,0.99,0.06,1.83,-0.11,-2.06,0.08,-1.18,3.744169516490574,7.04,-4.29,1034.42,22.5,182.18
-0.42,0.91,0.22,1.67,-0.38,-1.87,0.26,-1.08,0.6899109389491698,2.52,-12.16,1692.31,-97.66,217.58
-0.26,0.96,0.15,1.24,-0.25,-1.32,0.16,-1.02,3.5072756945981776,1.92,1.27,1074.38,92.5,137.69
-0.32,0.95,0.19,1.19,-0.32,-1.26,0.2,-0.99,3.481910543561014,1.61,-2.75,1110.3,-31.81,156.9
-0.28,0.96,0.16,1.27,-0.27,-1.37,0.17,-1.03,2.6864649015088715,0.89,-4.81,1233.3,-68.51,121.3
-0.46,0.89,0.25,1.34,-0.42,-1.47,0.29,-0.99,9.758897853119525,4.78,-0.42,-147.29,-23.61,135.69
-0.08,1.0,0.04,2.01,-0.07,-2.28,0.05,-1.23,1.9895358121751627,6.73,-11.12,1365.71,-51.07,156.93
-0.1,1.0,0.05,1.84,-0.09,-2.07,0.06,-1.19,4.753071607501589,3.84,-5.85,831.51,-36.14,102.9
-0.26,0.97,0.16,1.35,-0.26,-1.47,0.16,-1.05,3.3521492765209526,1.15,-1.81,1144.09,27.65,112.61
-0.05,1.0,0.03,1.05,-0.05,-1.07,0.03,-1.0,8.271839516718934,4.08,-0.39,144.99,-12.07,145.32
-0.38,0.93,0.21,1.34,-0.35,-1.46,0.23,-1.02,1.9405695011066793,1.12,-2.55,1445.68,34.1,177.24
-0.23,0.97,0.12,1.83,-0.2,-2.05,0.14,-1.17,0.5363045104420272,3.89,-13.23,1667.66,-93.04,161.63
-0.15,0.99,0.09,1.43,-0.15,-1.56,0.09,-1.08,7.121865693858533,4.6,-1.49,368.45,-12.83,144.3
-0.1,1.0,0.06,1.08,-0.09,-1.12,0.06,-1.01,3.2623881332009774,4.65,-2.66,1114.89,-64.49,182.88
-0.2,0.98,0.12,0.99,-0.2,-1.01,0.12,-0.97,1.8147411527336488,2.98,-2.72,1429.78,-82.54,192.83
-0.16,0.99,0.09,1.99,-0.15,-2.26,0.1,-1.22,3.6692932123794995,3.89,-6.01,1045.98,8.45,114.75
-0.13,0.99,0.08,1.43,-0.13,-1.55,0.08,-1.09,6.190609885270213,3.05,-1.39,569.22,3.29,103.93
-0.3,0.95,0.18,1.41,-0.29,-1.53,0.18,-1.05,1.700305974972821,2.8,-6.23,1427.53,-57.79,187.55
-0.06,1.0,0.03,1.01,-0.06,-1.03,0.04,-0.99,5.315757769660612,3.48,-1.37,732.09,-44.18,134.6
-0.22,0.97,0.13,2.02,-0.21,-2.3,0.14,-1.21,8.536888920449723,0.79,-2.89,90.07,-49.39,22.57
-0.39,0.92,0.24,0.94,-0.39,-0.95,0.24,-0.92,9.581385433170999,0.53,-0.36,-115.54,-14.63,8.5
-0.48,0.88,0.25,1.52,-0.43,-1.69,0.3,-1.02,3.9166204731800516,2.79,-5.04,1008.27,-30.44,191.45
-0.5,0.87,0.28,1.36,-0.47,-1.49,0.31,-0.98,4.720215379865985,2.29,-3.12,836.46,-16.94,181.73
-0.43,0.9,0.25,1.19,-0.41,-1.27,0.26,-0.96,6.263978847952988,1.56,0.54,547.04,48.83,123.51
-0.4,0.92,0.24,1.24,-0.4,-1.34,0.25,-0.99,0.749203159978169,1.38,-5.11,1604.79,-47.66,229.3
-0.16,0.99,0.1,1.29,-0.16,-1.38,0.1,-1.05,1.2878791078207708,2.96,-2.52,1535.33,13.14,150.31
-0.32,0.95,0.19,1.19,-0.32,-1.26,0.2,-0.99,4.6238053715910254,2.23,-2.52,880.53,-36.54,155.49
-0.43,0.9,0.25,1.72,-0.41,-1.94,0.26,-1.09,3.686250100144708,1.37,-2.98,1080.24,58.1,137.85
